usernum	cond	timestamp	choice
29	target_h4_5	12/12/2019 15:48:14.990	ring_finger
29	filler_l_l	12/12/2019 15:48:16.755	leg_calf
29	target_f4_5	12/12/2019 15:48:18.897	ring_toe
29	filler_b_b	12/12/2019 15:48:21.011	back
29	filler_a_l	12/12/2019 15:48:22.575	arm_shoulder
29	target_h1_4	12/12/2019 15:48:23.899	thumb
30	target_f1_4	12/12/2019 15:46:23.827	big_toe
30	target_f1_5	12/12/2019 15:46:26.968	big_toe
30	filler_l_b	12/12/2019 15:46:35.735	leg_knee
30	filler_a_a	12/12/2019 15:46:38.612	arm_elbow
30	target_h1_4	12/12/2019 15:46:41.435	thumb
30	filler_a_l	12/12/2019 15:46:43.259	arm_shoulder
30	filler_b_b	12/12/2019 15:46:45.170	back
30	filler_b_a	12/12/2019 15:46:52.417	back
30	filler_l_l	12/12/2019 15:46:54.419	leg_calf
30	target_f4_5	12/12/2019 15:46:57.042	ring_toe
30	target_h4_5	12/12/2019 15:47:03.340	ring_finger
30	target_h1_5	12/12/2019 15:47:05.082	thumb
31	filler_a_a	12/12/2019 15:46:38.260	arm_elbow
31	target_h1_5	12/12/2019 15:46:44.611	thumb
31	target_f4_5	12/12/2019 15:46:47.969	ring_toe
31	filler_l_b	12/12/2019 15:46:51.214	leg_knee
31	target_f1_5	12/12/2019 15:46:53.350	big_toe
31	target_f1_4	12/12/2019 15:46:54.697	big_toe
31	filler_b_a	12/12/2019 15:46:59.003	back
31	target_h4_5	12/12/2019 15:47:01.432	ring_finger
31	filler_l_l	12/12/2019 15:47:04.757	leg_calf
31	target_h1_4	12/12/2019 15:47:06.904	thumb
31	filler_a_l	12/12/2019 15:47:08.467	arm_shoulder
31	filler_b_b	12/12/2019 15:47:11.620	back
32	filler_a_l	12/12/2019 15:50:32.766	arm_shoulder
32	target_f4_5	12/12/2019 15:50:35.081	ring_toe
32	target_h4_5	12/12/2019 15:50:36.938	ring_finger
32	filler_b_a	12/12/2019 15:50:44.081	back
32	filler_l_l	12/12/2019 15:50:46.323	leg_calf
32	filler_l_b	12/12/2019 15:50:47.885	leg_knee
32	filler_b_b	12/12/2019 15:50:54.563	back
32	target_f1_4	12/12/2019 15:50:56.091	big_toe
32	target_f1_5	12/12/2019 15:51:06.458	big_toe
32	target_h1_5	12/12/2019 15:51:08.621	thumb
32	target_h1_4	12/12/2019 15:51:11.116	thumb
32	filler_a_a	12/12/2019 15:51:12.730	arm_elbow
33	target_h1_5	12/12/2019 15:50:48.746	thumb
33	filler_b_b	12/12/2019 15:50:52.225	back
33	filler_b_a	12/12/2019 15:51:08.300	back
33	target_f1_4	12/12/2019 15:51:13.192	big_toe
33	filler_a_l	12/12/2019 15:51:16.418	arm_shoulder
33	filler_l_l	12/12/2019 15:51:26.414	leg_calf
33	target_h4_5	12/12/2019 15:51:28.291	ring_finger
33	filler_a_a	12/12/2019 15:51:30.219	arm_elbow
33	target_f4_5	12/12/2019 15:51:31.894	ring_toe
33	filler_l_b	12/12/2019 15:51:33.857	leg_knee
33	target_h1_4	12/12/2019 15:51:35.694	thumb
33	target_f1_5	12/12/2019 15:51:37.182	big_toe
34	target_f1_4	12/12/2019 15:51:53.708	big_toe
34	target_f1_5	12/12/2019 15:51:58.190	big_toe
34	filler_l_l	12/12/2019 15:52:06.889	leg_calf
34	filler_a_l	12/12/2019 15:52:10.242	arm_shoulder
34	filler_b_a	12/12/2019 15:52:22.869	back
34	filler_a_a	12/12/2019 15:52:25.767	arm_elbow
34	target_h4_5	12/12/2019 15:52:28.321	ring_finger
34	filler_b_b	12/12/2019 15:52:30.077	back
34	target_h1_5	12/12/2019 15:52:33.193	thumb
34	target_h1_4	12/12/2019 15:52:37.745	thumb
34	filler_l_b	12/12/2019 15:52:40.522	leg_knee
34	target_f4_5	12/12/2019 15:52:42.799	ring_toe
35	filler_b_b	12/12/2019 15:53:23.069	back
35	target_h1_4	12/12/2019 15:53:25.074	thumb
35	filler_a_l	12/12/2019 15:53:26.383	arm_shoulder
35	filler_l_b	12/12/2019 15:53:27.518	leg_knee
35	target_h4_5	12/12/2019 15:53:36.116	ring_finger
35	target_f1_4	12/12/2019 15:53:38.713	big_toe
35	target_f4_5	12/12/2019 15:53:40.933	ring_toe
35	filler_l_l	12/12/2019 15:53:42.992	leg_calf
35	filler_b_a	12/12/2019 15:53:45.777	back
35	filler_a_a	12/12/2019 15:53:47.303	arm_elbow
35	target_h1_5	12/12/2019 15:53:48.586	thumb
35	target_f1_5	12/12/2019 15:53:49.850	big_toe
36	target_h4_5	12/12/2019 15:54:38.608	ring_finger
36	target_f1_5	12/12/2019 15:54:41.724	big_toe
36	target_h1_4	12/12/2019 15:54:44.471	thumb
36	target_h1_5	12/12/2019 15:54:50.022	thumb
36	target_f4_5	12/12/2019 15:54:52.095	ring_toe
36	filler_a_l	12/12/2019 15:54:54.018	arm_shoulder
36	filler_l_l	12/12/2019 15:54:56.619	leg_calf
36	filler_l_b	12/12/2019 15:54:59.130	leg_knee
36	filler_l_b	12/12/2019 15:55:03.990	leg_knee
36	target_f1_4	12/12/2019 15:55:11.717	big_toe
36	filler_b_a	12/12/2019 15:55:16.022	back
36	filler_a_a	12/12/2019 15:55:17.856	arm_elbow
36	filler_b_b	12/12/2019 15:55:19.311	back
37	filler_l_b	12/12/2019 15:54:56.853	leg_knee
37	filler_a_a	12/12/2019 15:54:59.634	arm_elbow
37	filler_l_l	12/12/2019 15:55:02.723	leg_calf
37	target_f1_5	12/12/2019 15:55:04.606	big_toe
37	target_h1_4	12/12/2019 15:55:06.972	thumb
37	filler_a_l	12/12/2019 15:55:09.762	arm_shoulder
37	filler_b_a	12/12/2019 15:55:15.323	back
37	target_h4_5	12/12/2019 15:55:17.091	ring_finger
37	target_f4_5	12/12/2019 15:55:18.580	ring_toe
37	filler_b_b	12/12/2019 15:55:20.344	back
37	target_f1_4	12/12/2019 15:55:21.862	big_toe
37	target_h1_5	12/12/2019 15:55:23.412	thumb
38	filler_a_l	12/12/2019 15:55:32.413	arm_shoulder
39	filler_b_a	12/12/2019 15:55:27.204	back
39	filler_a_a	12/12/2019 15:55:40.923	arm_elbow
39	filler_a_a	12/12/2019 15:55:47.519	arm_elbow
39	filler_a_a	12/12/2019 15:55:56.372	arm_elbow
39	filler_l_b	12/12/2019 15:56:25.087	leg_knee
39	filler_b_b	12/12/2019 15:56:35.301	back
39	target_f4_5	12/12/2019 15:56:39.220	ring_toe
39	target_f1_5	12/12/2019 15:56:41.194	big_toe
39	target_h1_5	12/12/2019 15:56:43.898	thumb
39	target_f1_4	12/12/2019 15:56:45.838	big_toe
39	target_h4_5	12/12/2019 15:56:47.433	ring_finger
39	filler_a_l	12/12/2019 15:56:49.061	arm_shoulder
39	target_h1_4	12/12/2019 15:56:50.418	thumb
39	filler_l_l	12/12/2019 15:56:52.184	leg_calf
40	filler_l_b	12/12/2019 15:55:57.688	leg_knee
40	target_h4_5	12/12/2019 15:56:00.793	ring_finger
40	target_f1_5	12/12/2019 15:56:07.263	big_toe
40	filler_a_a	12/12/2019 15:56:08.621	arm_elbow
40	target_f4_5	12/12/2019 15:56:13.768	ring_toe
40	filler_b_b	12/12/2019 15:56:15.455	back
40	filler_a_l	12/12/2019 15:56:16.839	arm_shoulder
40	target_h1_4	12/12/2019 15:56:18.301	thumb
40	target_h1_5	12/12/2019 15:56:20.875	thumb
40	target_f1_4	12/12/2019 15:56:22.492	big_toe
40	filler_l_l	12/12/2019 15:56:26.487	leg_calf
40	filler_b_a	12/12/2019 15:56:30.516	back
41	filler_b_b	12/12/2019 15:55:54.265	back
41	filler_a_a	12/12/2019 15:56:05.649	arm_elbow
41	target_h1_4	12/12/2019 15:56:14.991	thumb
41	target_h1_4	12/12/2019 15:57:06.633	thumb
41	target_f1_4	12/12/2019 15:57:29.981	big_toe
41	target_f4_5	12/12/2019 15:57:36.934	ring_toe
41	filler_l_b	12/12/2019 15:57:40.733	leg_knee
41	target_f1_5	12/12/2019 15:57:46.983	big_toe
41	filler_b_a	12/12/2019 15:57:52.604	back
41	filler_l_l	12/12/2019 15:57:55.178	leg_calf
41	filler_a_l	12/12/2019 15:57:57.510	arm_shoulder
41	target_h4_5	12/12/2019 15:58:01.099	ring_finger
41	target_h1_5	12/12/2019 15:58:04.268	thumb
42	filler_l_l	12/12/2019 15:58:17.758	leg_calf
42	target_h1_5	12/12/2019 15:58:20.433	thumb
42	filler_b_b	12/12/2019 15:58:22.785	back
42	target_f1_4	12/12/2019 15:58:25.333	big_toe
42	filler_l_b	12/12/2019 15:58:26.934	leg_knee
42	target_h4_5	12/12/2019 15:58:28.499	ring_finger
42	target_f4_5	12/12/2019 15:58:30.004	ring_toe
42	filler_a_l	12/12/2019 15:58:31.074	arm_shoulder
42	target_f1_5	12/12/2019 15:58:43.635	big_toe
42	target_h1_4	12/12/2019 15:58:44.671	thumb
42	filler_a_a	12/12/2019 15:58:46.202	arm_elbow
42	filler_b_a	12/12/2019 15:58:48.226	back
43	filler_l_l	12/12/2019 15:59:06.869	leg_calf
43	filler_l_b	12/12/2019 15:59:11.412	leg_knee
43	target_h1_5	12/12/2019 15:59:14.740	thumb
43	target_h1_4	12/12/2019 15:59:17.004	thumb
43	filler_b_a	12/12/2019 15:59:22.700	back
43	filler_l_l	12/12/2019 15:59:44.641	leg_calf
43	filler_l_b	12/12/2019 15:59:48.122	leg_knee
43	target_h1_5	12/12/2019 15:59:49.079	thumb
43	target_h1_4	12/12/2019 15:59:49.993	thumb
43	filler_b_a	12/12/2019 15:59:51.170	back
43	filler_a_l	12/12/2019 15:59:52.512	arm_shoulder
43	target_f4_5	12/12/2019 15:59:53.975	ring_toe
43	filler_a_a	12/12/2019 15:59:56.026	arm_elbow
43	target_f1_4	12/12/2019 16:00:08.484	big_toe
43	target_h4_5	12/12/2019 16:00:10.132	ring_finger
43	target_f1_5	12/12/2019 16:00:11.696	big_toe
43	filler_b_b	12/12/2019 16:00:13.419	back
44	filler_b_b	12/12/2019 15:59:15.805	back
44	filler_a_a	12/12/2019 15:59:20.793	arm_elbow
44	target_h1_5	12/12/2019 15:59:27.309	thumb
44	filler_a_l	12/12/2019 15:59:28.651	arm_shoulder
44	target_f1_4	12/12/2019 15:59:31.401	big_toe
44	filler_b_a	12/12/2019 15:59:35.078	back
44	target_f4_5	12/12/2019 15:59:37.226	ring_toe
44	filler_l_b	12/12/2019 15:59:39.478	leg_knee
44	target_h4_5	12/12/2019 15:59:41.954	ring_finger
44	target_h1_4	12/12/2019 15:59:44.598	thumb
44	filler_l_l	12/12/2019 15:59:46.729	leg_calf
44	target_f1_5	12/12/2019 15:59:48.261	big_toe
45	filler_a_a	12/12/2019 16:00:32.369	arm_elbow
45	target_f1_4	12/12/2019 16:00:37.907	big_toe
45	filler_l_l	12/12/2019 16:00:43.114	leg_calf
45	target_h4_5	12/12/2019 16:00:46.585	ring_finger
45	target_h1_5	12/12/2019 16:00:49.308	thumb
45	filler_b_a	12/12/2019 16:00:58.298	back
45	target_f1_5	12/12/2019 16:01:00.176	big_toe
45	target_f4_5	12/12/2019 16:01:02.139	ring_toe
45	target_h1_4	12/12/2019 16:01:03.614	thumb
45	filler_a_l	12/12/2019 16:01:04.909	arm_shoulder
45	filler_b_b	12/12/2019 16:01:06.575	back
45	filler_l_b	12/12/2019 16:01:08.149	leg_knee
46	filler_b_b	12/12/2019 16:00:42.881	back
46	filler_b_b	12/12/2019 16:00:54.277	back
46	filler_a_a	12/12/2019 16:00:58.638	arm_elbow
46	target_f1_5	12/12/2019 16:01:01.820	big_toe
46	target_h4_5	12/12/2019 16:01:03.701	ring_finger
46	filler_l_l	12/12/2019 16:01:04.778	leg_calf
46	target_f4_5	12/12/2019 16:01:05.711	ring_toe
46	filler_l_b	12/12/2019 16:01:06.640	leg_knee
46	target_h1_5	12/12/2019 16:01:07.915	thumb
46	target_h1_4	12/12/2019 16:01:09.757	thumb
46	filler_a_l	12/12/2019 16:01:11.014	arm_shoulder
46	target_f1_4	12/12/2019 16:01:12.027	big_toe
46	filler_b_a	12/12/2019 16:01:13.201	back
47	target_h1_4	12/12/2019 16:03:50.267	thumb
47	filler_a_a	12/12/2019 16:03:52.932	arm_elbow
47	target_f1_4	12/12/2019 16:03:54.749	big_toe
47	target_h4_5	12/12/2019 16:03:56.413	ring_finger
47	filler_l_l	12/12/2019 16:03:58.236	leg_calf
47	target_h1_5	12/12/2019 16:03:59.150	thumb
47	target_f4_5	12/12/2019 16:04:00.429	ring_toe
47	target_f1_5	12/12/2019 16:04:01.356	big_toe
47	filler_b_b	12/12/2019 16:04:02.452	back
47	filler_l_b	12/12/2019 16:04:03.519	leg_knee
47	filler_a_l	12/12/2019 16:04:04.299	arm_shoulder
47	filler_b_a	12/12/2019 16:04:05.884	back
48	target_h1_4	12/12/2019 16:04:08.829	thumb
48	filler_a_l	12/12/2019 16:04:13.502	arm_shoulder
48	target_f4_5	12/12/2019 16:04:15.640	ring_toe
48	target_f1_4	12/12/2019 16:04:18.072	big_toe
48	filler_l_l	12/12/2019 16:04:20.163	leg_calf
48	target_f1_5	12/12/2019 16:04:29.942	big_toe
48	filler_b_b	12/12/2019 16:04:34.183	back
48	filler_b_a	12/12/2019 16:04:37.162	back
48	target_h4_5	12/12/2019 16:04:39.796	ring_finger
48	filler_a_a	12/12/2019 16:04:41.756	arm_elbow
48	target_h1_5	12/12/2019 16:04:44.373	thumb
48	filler_l_b	12/12/2019 16:04:47.165	leg_knee
49	target_f1_4	12/12/2019 16:04:09.649	big_toe
49	target_h1_5	12/12/2019 16:04:12.892	thumb
49	filler_b_a	12/12/2019 16:04:19.055	back
49	filler_b_a	12/12/2019 16:04:26.799	back
49	target_f4_5	12/12/2019 16:04:34.749	ring_toe
49	filler_l_b	12/12/2019 16:04:37.932	leg_knee
49	filler_a_a	12/12/2019 16:04:40.101	arm_elbow
49	filler_l_l	12/12/2019 16:04:42.848	leg_calf
49	filler_b_b	12/12/2019 16:04:45.202	back
49	filler_a_l	12/12/2019 16:04:47.891	arm_shoulder
49	target_h4_5	12/12/2019 16:04:49.664	ring_finger
49	target_h1_4	12/12/2019 16:04:51.958	thumb
49	target_f1_5	12/12/2019 16:04:53.494	big_toe
50	filler_a_l	12/12/2019 16:04:16.593	arm_shoulder
50	target_f1_4	12/12/2019 16:04:18.621	big_toe
50	target_f4_5	12/12/2019 16:04:19.808	ring_toe
50	target_f1_5	12/12/2019 16:04:20.550	big_toe
50	target_h1_4	12/12/2019 16:04:22.017	thumb
50	filler_a_a	12/12/2019 16:04:23.284	arm_elbow
50	filler_l_b	12/12/2019 16:04:24.336	leg_knee
50	filler_l_b	12/12/2019 16:04:32.460	leg_knee
50	filler_l_b	12/12/2019 16:04:36.780	leg_knee
50	target_h1_5	12/12/2019 16:04:39.812	thumb
50	filler_b_b	12/12/2019 16:04:40.647	back
50	target_h4_5	12/12/2019 16:04:41.729	ring_finger
50	filler_l_l	12/12/2019 16:04:42.824	leg_calf
50	filler_b_a	12/12/2019 16:04:45.243	back
51	filler_a_a	12/12/2019 16:04:31.053	arm_elbow
51	filler_a_a	12/12/2019 16:04:42.521	arm_elbow
51	target_f4_5	12/12/2019 16:04:43.726	ring_toe
51	filler_b_b	12/12/2019 16:04:45.774	back
51	target_f1_4	12/12/2019 16:04:49.328	big_toe
51	target_f1_5	12/12/2019 16:04:50.305	big_toe
51	filler_a_l	12/12/2019 16:04:52.489	arm_shoulder
51	target_h1_5	12/12/2019 16:04:53.535	thumb
51	filler_l_b	12/12/2019 16:04:56.343	leg_knee
51	filler_l_l	12/12/2019 16:04:57.550	leg_calf
51	target_h1_4	12/12/2019 16:04:58.542	thumb
51	target_h4_5	12/12/2019 16:04:59.439	ring_finger
51	filler_b_a	12/12/2019 16:05:02.535	back
52	target_h4_5	12/12/2019 16:05:01.550	ring_finger
52	target_f4_5	12/12/2019 16:05:04.212	ring_toe
52	filler_l_l	12/12/2019 16:05:06.717	leg_calf
52	target_h1_5	12/12/2019 16:05:08.809	thumb
52	filler_b_a	12/12/2019 16:05:11.515	back
52	filler_a_l	12/12/2019 16:05:14.065	arm_shoulder
52	filler_a_a	12/12/2019 16:05:16.227	arm_elbow
52	filler_l_b	12/12/2019 16:05:18.479	leg_knee
52	target_f1_5	12/12/2019 16:05:20.470	big_toe
52	target_f1_4	12/12/2019 16:05:22.557	big_toe
52	target_h1_4	12/12/2019 16:05:24.390	thumb
52	filler_b_b	12/12/2019 16:05:26.195	back
53	filler_b_b	12/12/2019 16:05:24.682	back
53	target_h4_5	12/12/2019 16:05:27.155	ring_finger
53	filler_a_l	12/12/2019 16:05:30.612	arm_shoulder
53	target_f1_4	12/12/2019 16:05:36.515	big_toe
53	target_h1_4	12/12/2019 16:05:39.706	thumb
53	filler_b_a	12/12/2019 16:05:44.465	back
53	filler_b_a	12/12/2019 16:05:44.617	back
53	filler_l_b	12/12/2019 16:05:47.206	leg_knee
53	filler_l_l	12/12/2019 16:05:51.118	leg_calf
53	target_f1_5	12/12/2019 16:05:52.300	big_toe
53	filler_a_a	12/12/2019 16:05:58.636	arm_elbow
53	target_h1_5	12/12/2019 16:06:02.785	thumb
53	target_f4_5	12/12/2019 16:06:16.922	ring_toe
54	target_f4_5	12/12/2019 16:05:23.379	ring_toe
54	filler_b_b	12/12/2019 16:05:27.092	back
54	filler_a_l	12/12/2019 16:05:40.461	arm_shoulder
54	target_f1_4	12/12/2019 16:05:44.831	big_toe
54	filler_b_a	12/12/2019 16:05:47.896	back
54	filler_a_a	12/12/2019 16:05:51.017	arm_elbow
54	filler_l_b	12/12/2019 16:05:56.838	leg_knee
54	filler_l_l	12/12/2019 16:05:58.136	leg_calf
54	target_h1_5	12/12/2019 16:06:00.055	thumb
54	target_h4_5	12/12/2019 16:06:02.118	ring_finger
54	target_f1_5	12/12/2019 16:06:04.412	big_toe
54	target_h1_4	12/12/2019 16:06:05.717	thumb
55	target_f1_5	12/12/2019 16:05:43.488	big_toe
55	filler_b_a	12/12/2019 16:05:48.707	back
55	target_f4_5	12/12/2019 16:05:50.852	ring_toe
55	filler_b_b	12/12/2019 16:05:53.500	back
55	target_f1_4	12/12/2019 16:05:55.068	big_toe
55	filler_a_l	12/12/2019 16:05:57.891	arm_shoulder
55	target_h4_5	12/12/2019 16:06:00.378	ring_finger
55	target_h1_5	12/12/2019 16:06:01.911	thumb
55	target_h1_4	12/12/2019 16:06:03.046	thumb
55	filler_l_b	12/12/2019 16:06:04.366	leg_knee
55	filler_a_a	12/12/2019 16:06:06.367	arm_elbow
55	filler_l_l	12/12/2019 16:06:07.845	leg_calf
55	filler_l_l	12/12/2019 16:06:16.493	leg_calf
56	filler_b_a	12/12/2019 16:08:19.440	back
56	target_h1_4	12/12/2019 16:08:22.975	thumb
56	filler_b_b	12/12/2019 16:08:25.309	back
56	filler_l_b	12/12/2019 16:08:28.654	leg_knee
56	target_h4_5	12/12/2019 16:08:30.248	ring_finger
56	target_h1_5	12/12/2019 16:08:31.927	thumb
56	filler_l_l	12/12/2019 16:08:34.907	leg_calf
56	target_f1_5	12/12/2019 16:08:37.295	big_toe
56	target_f1_4	12/12/2019 16:08:40.555	big_toe
56	filler_a_l	12/12/2019 16:08:42.487	arm_shoulder
56	filler_a_a	12/12/2019 16:08:45.606	arm_elbow
56	target_f4_5	12/12/2019 16:08:48.330	ring_toe
57	target_f1_5	12/12/2019 16:05:54.949	big_toe
57	target_f1_5	12/12/2019 16:06:12.370	big_toe
57	target_f4_5	12/12/2019 16:06:13.389	ring_toe
57	filler_l_l	12/12/2019 16:06:14.827	leg_calf
58	filler_a_l	12/12/2019 16:06:13.499	arm_shoulder
58	target_h1_5	12/12/2019 16:06:18.059	thumb
58	target_f4_5	12/12/2019 16:06:21.715	ring_toe
58	target_f1_4	12/12/2019 16:06:33.681	big_toe
58	target_h1_4	12/12/2019 16:06:35.547	thumb
58	filler_l_b	12/12/2019 16:06:38.068	leg_knee
58	target_h4_5	12/12/2019 16:06:40.260	ring_finger
58	target_f1_5	12/12/2019 16:06:42.102	big_toe
58	filler_l_l	12/12/2019 16:06:43.497	leg_calf
58	filler_b_a	12/12/2019 16:06:50.332	back
58	filler_a_a	12/12/2019 16:06:52.321	arm_elbow
58	filler_b_b	12/12/2019 16:06:54.666	back
58	filler_b_b	12/12/2019 16:07:34.601	back
59	target_f4_5	12/12/2019 16:07:11.698	ring_toe
59	filler_l_b	12/12/2019 16:07:21.138	leg_knee
59	target_f1_5	12/12/2019 16:07:25.135	big_toe
59	filler_a_l	12/12/2019 16:07:32.212	arm_shoulder
59	filler_b_b	12/12/2019 16:07:39.733	back
59	target_h1_4	12/12/2019 16:07:48.695	thumb
59	filler_b_a	12/12/2019 16:07:51.642	back
59	filler_a_a	12/12/2019 16:07:55.850	arm_elbow
59	target_h1_5	12/12/2019 16:08:08.247	thumb
59	target_f1_4	12/12/2019 16:08:10.134	big_toe
59	target_h4_5	12/12/2019 16:08:16.887	ring_finger
59	filler_l_l	12/12/2019 16:08:19.253	leg_calf
59	filler_l_l	12/12/2019 16:08:29.513	leg_calf
60	filler_l_l	12/12/2019 16:07:31.686	leg_calf
60	filler_a_l	12/12/2019 16:07:39.887	arm_shoulder
60	filler_b_b	12/12/2019 16:07:43.889	back
60	filler_b_a	12/12/2019 16:07:49.908	back
60	filler_l_b	12/12/2019 16:07:53.011	leg_knee
60	filler_a_a	12/12/2019 16:07:55.734	arm_elbow
60	target_f1_5	12/12/2019 16:08:03.242	big_toe
60	target_h1_4	12/12/2019 16:08:05.788	thumb
60	target_f4_5	12/12/2019 16:08:08.564	ring_toe
60	target_f1_4	12/12/2019 16:08:12.238	big_toe
60	target_h1_5	12/12/2019 16:08:15.423	thumb
60	target_h4_5	12/12/2019 16:08:23.760	ring_finger
61	filler_b_a	12/12/2019 16:07:29.365	back
61	target_f1_5	12/12/2019 16:07:31.431	big_toe
61	filler_a_a	12/12/2019 16:07:32.403	arm_elbow
61	filler_a_l	12/12/2019 16:07:33.400	arm_shoulder
61	target_h1_5	12/12/2019 16:07:34.078	thumb
61	target_f4_5	12/12/2019 16:07:34.674	ring_toe
61	target_f1_4	12/12/2019 16:07:35.252	big_toe
61	filler_l_l	12/12/2019 16:07:35.855	leg_calf
61	target_h4_5	12/12/2019 16:07:36.397	ring_finger
61	filler_l_b	12/12/2019 16:07:36.950	leg_knee
61	target_h1_4	12/12/2019 16:07:38.957	thumb
61	filler_b_b	12/12/2019 16:07:39.549	back
62	filler_a_l	12/12/2019 16:07:39.386	arm_shoulder
62	filler_b_b	12/12/2019 16:07:42.580	back
62	filler_l_l	12/12/2019 16:07:44.807	leg_calf
62	target_h4_5	12/12/2019 16:07:46.369	ring_finger
62	target_f1_5	12/12/2019 16:07:47.221	big_toe
62	target_f1_5	12/12/2019 16:07:52.246	big_toe
62	filler_a_a	12/12/2019 16:07:53.326	arm_elbow
62	target_f4_5	12/12/2019 16:08:00.839	ring_toe
62	filler_l_b	12/12/2019 16:08:01.590	leg_knee
62	filler_b_a	12/12/2019 16:08:02.291	back
62	target_h1_5	12/12/2019 16:08:03.335	thumb
62	target_f1_4	12/12/2019 16:08:04.123	big_toe
62	target_h1_4	12/12/2019 16:08:04.955	thumb
62	target_h1_5	12/12/2019 16:08:19.274	thumb
63	filler_a_l	12/12/2019 16:08:21.991	arm_shoulder
63	filler_a_a	12/12/2019 16:08:24.213	arm_elbow
63	filler_b_b	12/12/2019 16:08:26.273	back
63	target_f4_5	12/12/2019 16:08:34.676	ring_toe
63	target_f1_5	12/12/2019 16:08:36.314	big_toe
63	target_h1_5	12/12/2019 16:08:37.979	thumb
63	target_h4_5	12/12/2019 16:08:39.400	ring_finger
63	filler_b_a	12/12/2019 16:08:45.511	back
63	target_h1_4	12/12/2019 16:08:47.932	thumb
63	filler_l_l	12/12/2019 16:08:49.401	leg_calf
63	filler_l_b	12/12/2019 16:08:50.905	leg_knee
63	target_f1_4	12/12/2019 16:08:51.837	big_toe
65	target_h4_5	12/12/2019 16:11:39.977	ring_finger
65	filler_a_l	12/12/2019 16:11:44.932	arm_shoulder
65	filler_l_l	12/12/2019 16:11:47.377	leg_calf
65	target_f1_5	12/12/2019 16:11:50.113	big_toe
65	target_f4_5	12/12/2019 16:11:51.791	ring_toe
65	filler_b_a	12/12/2019 16:11:56.846	back
65	filler_a_a	12/12/2019 16:11:59.945	arm_elbow
65	target_h1_5	12/12/2019 16:12:02.651	thumb
65	target_h1_4	12/12/2019 16:12:05.903	thumb
65	target_f1_4	12/12/2019 16:12:07.519	big_toe
65	filler_b_b	12/12/2019 16:12:09.296	back
65	filler_l_b	12/12/2019 16:12:13.024	leg_knee
